google_address,google_place_id,google_latitude,google_longitude,google_rating,google_primary_type,google_open_now,google_monday_hours,google_tuesday_hours,google_wednesday_hours,google_thursday_hours,google_friday_hours,google_saturday_hours,google_sunday_hours,x,y,feature_x,feature_y,nearest_x,nearest_y
"2 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJX2R6GWFnzB0R1reGLslJS6s,-33.9185864,18.4229452,,,,,,,,,,,2050799.85494741,-4017892.29640578,18.4229452,-33.9185864,18.4227756407494,-33.9188092173308
"12th Floor, 2 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJubx5IWFnzB0R5cLRI-yjthI,-33.9185299,18.4229521,4.5,,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,Closed,Closed,2050867.45,-4017888.65,18.4229521,-33.9185299,18.4231716287326,-33.9187640471948
"2 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJtzAEqetnzB0RcdetKwvcS7k,-33.9184776,18.4230623,4.2,pharmacy,,,,,,,,,2050867.45,-4017888.65,18.4230623,-33.9184776,18.423256371697,-33.91868459497
"21st Floor, 2 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJKSfwIWFnzB0RZSHVqGhWsnY,-33.9185,18.4231,4.5,consultant,1,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,Closed,2050867.45,-4017888.65,18.4231,-33.9185,18.4232652584493,-33.9186762630424
"20th Floor, 2 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJhZHuImFnzB0R89Un8VWA63A,-33.9185,18.4231,3.9,consultant,1,8:15 AM – 4:45 PM,8:15 AM – 4:45 PM,8:15 AM – 4:45 PM,8:15 AM – 4:45 PM,8:15 AM – 4:30 PM,Closed,Closed,2050867.45,-4017888.65,18.4231,-33.9185,18.4232652584493,-33.9186762630424
"2 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJm9zqkn5nzB0R0-PfRavjEP4,-33.9184776,18.4230623,4.1,ice_cream_shop,,,,,,,,,2050867.45,-4017888.65,18.4230623,-33.9184776,18.423256371697,-33.91868459497
"2 Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJPU_gyH1nzB0RdoRXXobA05g,-33.9184776,18.4230623,3,liquor_store,1,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,Closed,2050867.45,-4017888.65,18.4230623,-33.9184776,18.423256371697,-33.91868459497
"2 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJEUm9GldCzB0RCx2e0FMnWdM,-33.9184971,18.4230959,3.7,finance,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 4:00 PM,Closed,Closed,2050867.45,-4017888.65,18.4230959,-33.9184971,18.4232645234672,-33.9186769521376
"22nd Floor, 2 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJZ2MAGmFnzB0RDNCt9suNxjc,-33.9184776,18.4230623,4.3,consultant,1,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,Closed,2050867.45,-4017888.65,18.4230623,-33.9184776,18.423256371697,-33.91868459497
"7th floor, 2 on, Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJpTODzwlnzB0RmB3mQeyGLCM,-33.9185066,18.4231854,5,travel_agency,1,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,Closed,2050867.45,-4017888.65,18.4231854,-33.9185066,18.4233074142214,-33.9186367391727
"Floor 25 Thibault Sq, Long St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJAWLCOWFnzB0RLkbjTiBDCys,-33.9186655,18.4234114,5,,,,,,,,,,2050867.45,-4017888.65,18.4234114,-33.9186655,18.4233484037089,-33.9185983087732
"2 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJhZHuImFnzB0R0Pf1lY6B1es,-33.9185,18.4231,4,,1,4:00 AM – 11:00 PM,4:00 AM – 11:00 PM,4:00 AM – 11:00 PM,4:00 AM – 11:00 PM,4:00 AM – 11:00 PM,4:00 AM – 11:00 PM,4:00 AM – 11:00 PM,2050867.45,-4017888.65,18.4231,-33.9185,18.4232652584493,-33.9186762630424
"Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJIa7LGGFnzB0RaMarTd_VDVo,-33.9185412,18.4232765,,bank,,,,,,,,,2050867.45,-4017888.65,18.4232765,-33.9185412,18.4233386325113,-33.9186074699277
"Building, 11th Floor, 2 Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJyTrsIWFnzB0RaBQVfgzWpAM,-33.9184888,18.4230812,5,transit_depot,,,,,,,,,2050867.45,-4017888.65,18.4230812,-33.9184888,18.4232608416826,-33.9186804040581
"2 Lower Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJb8SZvFtnzB0RGhFuzp_rpvw,-33.9186045,18.4231918,5,coffee_shop,1,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,7:00 AM – 5:00 PM,Closed,Closed,2050867.45,-4017888.65,18.4231918,-33.9186045,18.4232619717715,-33.9186793445238
"18 Hans Strijdom Ave, Central, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJeQJTGWFnzB0RyvZyEPSS9kk,-33.91849,18.42349,,point_of_interest,,,,,,,,,2050867.45,-4017888.65,18.42349,-33.91849,18.4234778017233,-33.9184769894376
"Cape Town City Centre, Cape Town, 8001, South Africa",ChIJV_wIhJ9nzB0R0PT_NjwtpGo,-33.9186,18.4233,,health,1,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,2050867.45,-4017888.65,18.4233,-33.9186,18.4233217999361,-33.9186232515982
"One Thibault Unit 10004 Corner Hans Strydom, Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJG7-5Y29nzB0R3MaxlUrrP3s,-33.9188177,18.4235976,,,1,8:30 AM – 6:00 PM,8:30 AM – 6:00 PM,8:30 AM – 6:00 PM,8:30 AM – 6:00 PM,8:30 AM – 6:00 PM,Closed,Closed,2050998.47850895,-4017934.51809765,18.4235976,-33.9188177,18.4237705833896,-33.9185680973504
"1 Long St, Cape Town City Centre, Danielrus, 9705, South Africa",ChIJDUInXatnzB0REB0ZwQReTRM,-33.9189293,18.423646,2,,,,,,,,,,2050998.47850895,-4017934.51809765,18.423646,-33.9189293,18.4238555276016,-33.9186269666682
"Cnr Hans Strijdom, Lower Long St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJ3z99TpldzB0RKgu0Xb5C_DQ,-33.9188548,18.4233618,1.5,,1,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,Closed,2050867.45,-4017888.65,18.4233618,-33.9188548,18.423227553484,-33.9187116139816
"Hans Strijdom Ave, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJlflCP8xnzB0RX_7B7VCZxmg,-33.9184806,18.4237761,,restaurant,,,,,,,,,2051008.94902702,-4017922.025884,18.4237761,-33.9184806,18.4238105123152,-33.9184315358635
"Corner of Hans Strijdom Avenue and Lower Long Street, Foreshore, Cape Town, 8001, South Africa",ChIJl0QKHGFnzB0RP1LxZFnSphc,-33.9184806,18.4237761,,lodging,,,,,,,,,2051008.94902702,-4017922.025884,18.4237761,-33.9184806,18.4238105123152,-33.9184315358635
"24th Floor, 1 Thibault square, Cape Town City Centre, Cape Town, 8005, South Africa",ChIJg4LzEGFnzB0RGBhlHdFAlj8,-33.9188827,18.4236847,,,,,,,,,,,2050998.47850895,-4017934.51809765,18.4236847,-33.9188827,18.4238598541409,-33.9186299651117
"Hans Strijdom Ave, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJb-ToBmFnzB0REzZxa0noYZs,-33.9184357,18.4243986,,parking,,,,,,,,,2051068.52838517,-4017787.26026965,18.4243986,-33.9184357,18.4245661165821,-33.9182257081335
"Shop 3A, Anreith Corner, Hans Strijdom Ave, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJQ2L1BmFnzB0RoLnv0Vh2JtM,-33.9185147,18.4243756,2.5,cell_phone_store,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,10:00 AM – 1:00 PM,2051008.94902702,-4017922.025884,18.4243756,-33.9185147,18.4242283728561,-33.9187246124295
"705 Tulbagh Centre, Hans Strijdom Avenue, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJTQ6VBmFnzB0Rg1MDLabgAzs,-33.9184407,18.4243586,,point_of_interest,,,,,,,,,2051068.52838517,-4017787.26026965,18.4243586,-33.9184407,18.4245441097472,-33.9182081526451
"501 Thibault House, Hans Strijdom Avenue, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJTQ6VBmFnzB0RH7x2rqCidAc,-33.9184407,18.4243586,,point_of_interest,,,,,,,,,2051068.52838517,-4017787.26026965,18.4243586,-33.9184407,18.4245441097472,-33.9182081526451
"Heerengracht St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJ8ZtwCGFnzB0RegodVQ3zuAQ,-33.9185742,18.4247354,5,health,,,,,,,,,2051068.52838517,-4017787.26026965,18.4247354,-33.9185742,18.4246962089404,-33.9182800159035
"10 Hans Strijdom Ave, Cbd, Cape Town, 8001, South Africa",ChIJ366yTg1nzB0RPIUxDQCEtTE,-33.9186027,18.4251071,5,store,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,Closed,2051068.52838517,-4017787.26026965,18.4251071,-33.9186027,18.4247491747388,-33.9182292517195
"The New Tulbagh Hotel Tulbagh Street Central, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJL_ONY19nzB0RjwWX6f91Jao,-33.9186142,18.4250743,5,beauty_salon,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,2051068.52838517,-4017787.26026965,18.4250743,-33.9186142,18.4247263340676,-33.9182511429789
"Cape Town City Centre, Kapstadt, 8001, 8000, South Africa",ChIJ4W18G4FnzB0R1mhrWKF8fB0,-33.918617,18.4251824,4.7,hotel,,,,,,,,,2051068.52838517,-4017787.26026965,18.4251824,-33.918617,18.424781278661,-33.918198482252
"Hans Strijdom Ave, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJYyrtGu9nzB0R7bPgFiyVtHw,-33.9184842,18.4252087,,lodging,,,,,,,,,2051068.52838517,-4017787.26026965,18.4252087,-33.9184842,18.4248613268168,-33.9181217614353
"27 Heerengracht St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJu1TcLuBnzB0Ra4DkJjqRip4,-33.9186,18.42594,,,1,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,2051187.43312163,-4017929.26132124,18.42594,-33.9186,18.426224376434,-33.9188980718676
"29 Heerengracht St, Foreshore, Cape Town, 8000, South Africa",ChIJj_1PuGFnzB0RyVc93Nwq1kc,-33.91856,18.42598,,place_of_worship,1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2051187.43312163,-4017929.26132124,18.42598,-33.91856,18.4262652943534,-33.9188590339936
"31 Heerengracht St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJMzsVuGFnzB0R9SU80tGyUj4,-33.9185057,18.426037,,point_of_interest,,,,,,,,,2051187.43312163,-4017929.26132124,18.426037,-33.9185057,18.4263222538805,-33.9188046915716
"31 Heerengracht St, Foreshore, Cape Town, 8001, South Africa",ChIJ0-Uk2-VbzB0RcXgeZTxcjas,-33.9185057,18.426037,,store,1,5:00 AM – 3:00 PM,5:00 AM – 3:00 PM,Closed,Closed,Closed,Closed,5:00 AM – 3:00 PM,2051187.43312163,-4017929.26132124,18.426037,-33.9185057,18.4263222538805,-33.9188046915716
"31 Heerengracht St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJTRWEx2FnzB0RR3wDTi-qYDM,-33.918563,18.4260979,,point_of_interest,,,,,,,,,2051187.43312163,-4017929.26132124,18.4260979,-33.918563,18.4263255167281,-33.9188015786413
"31 Heerengracht St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJOfZosgVnzB0RghsiYfuf6zQ,-33.91851,18.42603,3.8,restaurant,,,,,,,,,2051187.43312163,-4017929.26132124,18.42603,-33.91851,18.4263164417527,-33.9188102366511
"31 Heerengracht St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJQ1MVuGFnzB0RbQ6YOtXrmgA,-33.91851,18.42603,5,doctor,,,,,,,,,2051187.43312163,-4017929.26132124,18.42603,-33.91851,18.4263164417527,-33.9188102366511
"31 Heerengracht St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJQ1MVuGFnzB0RgLVW6V5NVVE,-33.91851,18.42603,,lodging,,,,,,,,,2051187.43312163,-4017929.26132124,18.42603,-33.91851,18.4263164417527,-33.9188102366511
"413, The Link Building, 13 D.F. Malan St, Foreshore, Cape Town, 8001, South Africa",ChIJ5SYxkXlnzB0RJ7xKuY_0Pdk,-33.9185903,18.4298088,5,hospital,1,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,Closed,2051603.3,-4017898.3,18.4298088,-33.9185903,18.4299191645722,-33.9187067152587
"Suite 1404, 4th Floor, Netcare Christiaan Barnard Memorial Hospital, The Link Building, D.F. Malan St, Foreshore, Cape Town, 8001, South Africa",ChIJx2vRTYpdzB0RHdfXsKXpaEo,-33.9186286,18.429687,,consultant,,,,,,,,,2051565.49993018,-4017865.40587771,18.429687,-33.9186286,18.4295518582588,-33.9184875503968
"8th Floor, The Link, 19 D.F. Malan St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJJS_ubXxnzB0RIq98j8Eltnk,-33.9184601,18.4299295,5,,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,Closed,Closed,2051618.10641953,-4017843.24270567,18.4299295,-33.9184601,18.4300072114707,-33.9183525998402
"Netcare Christiaan Barnard Memorial Hospital Cnr DF Malan, and, Rua Bartholomeu Dias Plain, Foreshore, Cape Town, 8001, South Africa",ChIJETpTNypdzB0R9tXBtsa9MSk,-33.918473,18.430167,5,doctor,1,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 1:00 PM,Closed,Closed,2051603.3,-4017898.3,18.430167,-33.918473,18.4301663814236,-33.9184723475104
"Suite 1524 Netcare Christiaan Barnard Memorial Hospital, Cnr DF Malan Street &, Rua Bartholomeu Dias Plain, Foreshore, Cape Town, 8001, South Africa",ChIJff3s1mVnzB0R4Ae5SenATP8,-33.918473,18.430167,5,doctor,,,,,,,,,2051603.3,-4017898.3,18.430167,-33.918473,18.4301663814236,-33.9184723475104
"Suite 1613, 16th floor, Netcare Christiaan Barnard Memorial Hospital, Cnr DF Malan Street, Rua Bartholomeu Dias Plain, Foreshore, Cape Town, 8001, South Africa",ChIJgakDNopdzB0R5qMsxUI9kao,-33.918473,18.430167,4.5,doctor,,,,,,,,,2051603.3,-4017898.3,18.430167,-33.918473,18.4301663814236,-33.9184723475104
"Suite 1623 , Netcare Christiaan Barnard Memorial Hospital, Cnr DF Malan Street &, Rua Bartholomeu Dias Plain, Foreshore, Cape Town, 8001, South Africa",ChIJyT2Y0lVdzB0Rar2KNPNd7b0,-33.918473,18.430167,5,doctor,,,,,,,,,2051603.3,-4017898.3,18.430167,-33.918473,18.4301663814236,-33.9184723475104
"and Cnr DF Malan Street, Rua Bartholomeu Dias Plain, Foreshore, Cape Town, 8001, South Africa",ChIJgakDNopdzB0R97GXdKoNO4U,-33.918473,18.430167,,corporate_office,,,,,,,,,2051603.3,-4017898.3,18.430167,-33.918473,18.4301663814236,-33.9184723475104
"D.F. Malan St, Foreshore, Cape Town, 8000, South Africa",ChIJgakDNopdzB0RyGvm3ZpzZpE,-33.918473,18.430167,5,,1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,2051603.3,-4017898.3,18.430167,-33.918473,18.4301663814236,-33.9184723475104
"402 Nedbank Building , Ext D F Malan, Drive, Foreshore, Cape Town, 8001, South Africa",ChIJgakDNopdzB0RMR6RqsbaIS8,-33.918473,18.430167,,hotel,,,,,,,,,2051603.3,-4017898.3,18.430167,-33.918473,18.4301663814236,-33.9184723475104
"Suite 1623 , Netcare Christiaan Barnard Memorial Hospital, Cnr DF Malan Street &, Rua Bartholomeu Dias Plain, Foreshore, Cape Town, 8001, South Africa",ChIJQfqHF85dzB0R_tFltCU2F10,-33.918473,18.430167,5,doctor,,,,,,,,,2051603.3,-4017898.3,18.430167,-33.918473,18.4301663814236,-33.9184723475104
"5th Floor Artscape Theatre Building, D.F. Malan St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJgakDNopdzB0Ra0lT0-ED1kU,-33.918473,18.430167,,,,,,,,,,,2051603.3,-4017898.3,18.430167,-33.918473,18.4301663814236,-33.9184723475104
"Suite 1200. Netcare Christiaan Barnard Memorial Hospital Cnr DF Malan Street &, Rua Bartholomeu Dias Plain, Foreshore, Cape Town, 8001, South Africa",ChIJgakDNopdzB0R29B2muCVquU,-33.918473,18.430167,4.6,doctor,1,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 4:00 PM,Closed,Closed,2051603.3,-4017898.3,18.430167,-33.918473,18.4301663814236,-33.9184723475104
"Room 1610, floor 16, Netcare Christiaan Barnard Memorial Hospital, Cnr DF Malan Street, and, Rua Bartholomeu Dias Plain, Foreshore, Cape Town, 8001, South Africa",ChIJ-aZVfIpdzB0RcmmQbL7NDK8,-33.918473,18.430167,,health,1,9:00 AM – 1:00 PM,9:00 AM – 1:00 PM,9:00 AM – 1:00 PM,9:00 AM – 1:00 PM,9:00 AM – 1:00 PM,Closed,Closed,2051603.3,-4017898.3,18.430167,-33.918473,18.4301663814236,-33.9184723475104
"Suite 1520 Netcare Christiaan Barnard Memorial Hospital 15th Floor, D.F. Malan St, Foreshore, Cape Town, 8000, South Africa",ChIJt8oUvIxdzB0RFsUPd-i7DBw,-33.918473,18.430167,4.6,doctor,1,9:00 AM – 4:30 PM,9:00 AM – 4:30 PM,9:00 AM – 4:30 PM,9:00 AM – 4:30 PM,9:00 AM – 4:30 PM,Closed,Closed,2051603.3,-4017898.3,18.430167,-33.918473,18.4301663814236,-33.9184723475104
"6 Rua Vasco Da Gama Plain, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJadnXMWtdzB0Rxm6xNWYDx3w,-33.9183597,18.4281695,4.6,,1,9:00 AM – 10:00 PM,9:00 AM – 10:00 PM,9:00 AM – 10:00 PM,9:00 AM – 10:00 PM,9:00 AM – 10:00 PM,9:00 AM – 10:00 PM,9:00 AM – 10:00 PM,2051455.59946062,-4017840.70418704,18.4281695,-33.9183597,18.4283094484246,-33.9181637056132
"Auto Atlantic Building, Seventh Floor, Suite 12 Cnr Heerengracht St. and, Rua Vasco Da Gama Plain, Foreshore, Cape Town, 8001, South Africa",ChIJff3s1mVnzB0RsKbNHV8bS2k,-33.9183377,18.428323,,point_of_interest,,,,,,,,,2051455.59946062,-4017840.70418704,18.428323,-33.9183377,18.4284007093939,-33.9182288698717
"5, 2 Rua Vasco Da Gama Plain, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJFfjSb4pdzB0R4nvE5p9uHHI,-33.9182445,18.4283415,,university,,,,,,,,,2051455.59946062,-4017840.70418704,18.4283415,-33.9182445,18.4283688859856,-33.918206146589
"10 Rua Vasco Da Gama Plain, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJsbNrnAVdzB0RUCYP1uboF_Y,-33.9184311,18.4284028,5,,,,,,,,,,2051455.59946062,-4017840.70418704,18.4284028,-33.9184311,18.4284977328708,-33.9182981488085
"12th Floor, 10 Rua Vasco Da Gama Plain, Foreshore, Cape Town, 8001, South Africa",ChIJRQ_lbYpdzB0RDm0msbQKDKo,-33.9184311,18.4284028,,corporate_office,,,,,,,,,2051455.59946062,-4017840.70418704,18.4284028,-33.9184311,18.4284977328708,-33.9182981488085
"10 Rua Vasco Da Gama Plain, Foreshore, Cape Town, 8001, South Africa",ChIJRQ_lbYpdzB0RS4kgUC-FOsc,-33.9184311,18.4284028,,consultant,,,,,,,,,2051455.59946062,-4017840.70418704,18.4284028,-33.9184311,18.4284977328708,-33.9182981488085
"12th Floor, 10 Rua Vasco Da Gama Plain, Foreshore, Cape Town, 8001, South Africa",ChIJRQ_lbYpdzB0RBAy7r_CPD1o,-33.9184311,18.4284028,5,store,,,,,,,,,2051455.59946062,-4017840.70418704,18.4284028,-33.9184311,18.4284977328708,-33.9182981488085
"26 Bree St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJeYLszhBnzB0RiQH4tVqvygQ,-33.9181725,18.421155,,wellness_center,1,5:00 AM – 6:30 PM,5:00 AM – 8:00 PM,5:00 AM – 6:00 PM,5:00 AM – 6:00 PM,5:00 AM – 6:00 PM,Closed,Closed,2050652.3,-4017814.4,18.421155,-33.9181725,18.4212118967339,-33.9182341837412
"28 Bree St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJbdEmhSJnzB0R8W64BbJ_O7o,-33.9181325,18.4211013,,,1,8:30 AM – 6:30 PM,8:30 AM – 6:30 PM,8:30 AM – 6:30 PM,8:30 AM – 6:30 PM,8:30 AM – 6:30 PM,Closed,Closed,2050652.3,-4017814.4,18.4211013,-33.9181325,18.4212028173502,-33.9182425585134
"Riebeek St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJjarQKGdnzB0RJBG4UDAGwP4,-33.91822,18.42109,,visitor_center,,,,,,,,,2050606.43933811,-4017820.91453575,18.42109,-33.91822,18.4210263253517,-33.9182878094798
"19 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJIeyjAXBVzB0RjqtdSF16KEc,-33.9181944,18.4217403,,general_contractor,,,,,,,,,2050707.94233702,-4017812.55830156,18.4217403,-33.9181944,18.4218076911056,-33.9181063212655
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0RT-xJUuSot3I,-33.9183068,18.4215896,5,,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
"19 Bree St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJUX7D1GBnzB0RPjrFqE9wZXI,-33.9181944,18.4217403,,,,,,,,,,,2050707.94233702,-4017812.55830156,18.4217403,-33.9181944,18.4218076911056,-33.9181063212655
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0Ry-h7CCqEVKc,-33.9183068,18.4215896,,,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0RioWP8ov1YwE,-33.9183068,18.4215896,,point_of_interest,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0RqLJlQcFg1mc,-33.9183068,18.4215896,,point_of_interest,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0R0F6AJwhmzds,-33.9183068,18.4215896,,point_of_interest,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0Rh85BX_nPW5E,-33.9183068,18.4215896,,point_of_interest,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0Rn4Jdi1YTROE,-33.9183068,18.4215896,,consultant,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0R6QbXhago5wI,-33.9183068,18.4215896,,general_contractor,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0RFA1Ga8DfeVE,-33.9183068,18.4215896,,point_of_interest,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0RdZukmUu35OI,-33.9183068,18.4215896,,restaurant,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0Rf7yGtqq4tFk,-33.9183068,18.4215896,,,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0R8mQnQEBp4zM,-33.9183068,18.4215896,,point_of_interest,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0R2IeO7pAhWfU,-33.9183068,18.4215896,,point_of_interest,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0ReDGOmMqiZlA,-33.9183068,18.4215896,,point_of_interest,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
"21 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJsd_cKmdnzB0RRsd2ZEa0-UU,-33.9183068,18.4215896,,point_of_interest,,,,,,,,,2050661.1,-4017827.85,18.4215896,-33.9183068,18.4214656423357,-33.9181730371164
